SiteKey,YearMonthKey,ShiftKey,WorkerClassKey,HoursWorked
7,202502,2,1,15707
7,202502,2,2,7260
7,202502,3,1,9708
7,202502,3,2,4466
7,202503,1,1,30809
7,202503,1,2,13438
7,202503,2,1,17205
7,202503,2,2,8298
7,202503,3,1,9837
7,202503,3,2,4803
7,202504,1,1,30216
7,202504,1,2,14089
7,202504,2,1,17528
7,202504,2,2,8323
7,202504,3,1,10195
7,202504,3,2,5250
7,202505,1,1,28500
7,202505,1,2,13754
7,202505,2,1,17526
7,202505,2,2,8051
7,202505,3,1,10675
7,202505,3,2,5008
7,202506,1,1,26047
7,202506,1,2,13481
7,202506,2,1,14971
7,202506,2,2,7024
7,202506,3,1,9984
7,202506,3,2,4667
7,202507,1,1,27707
7,202507,1,2,13034
7,202507,2,1,16238
7,202507,2,2,7381
7,202507,3,1,9065
7,202507,3,2,4216
7,202508,1,1,26880
7,202508,1,2,13388
7,202508,2,1,16065
7,202508,2,2,7751
7,202508,3,1,9983
7,202508,3,2,4251
7,202509,1,1,31166
7,202509,1,2,13650
7,202509,2,1,17451
7,202509,2,2,8149
7,202509,3,1,10230
7,202509,3,2,4764
7,202510,1,1,30429
7,202510,1,2,14308
7,202510,2,1,17187
7,202510,2,2,8434
7,202510,3,1,10243
7,202510,3,2,5060
7,202511,1,1,30523
7,202511,1,2,13449
7,202511,2,1,17249
7,202511,2,2,8204
7,202511,3,1,10456
7,202511,3,2,4591
7,202512,1,1,26292
7,202512,1,2,12452
7,202512,2,1,16035
7,202512,2,2,7688
7,202512,3,1,9682
7,202512,3,2,4300
7,202601,1,1,28356
7,202601,1,2,12912
7,202601,2,1,16324
7,202601,2,2,7687
7,202601,3,1,9446
7,202601,3,2,4700
7,202602,1,1,27669
7,202602,1,2,13131
7,202602,2,1,16077
7,202602,2,2,7780
7,202602,3,1,9649
7,202602,3,2,4286
7,202603,1,1,28638
7,202603,1,2,14114
7,202603,2,1,17012
7,202603,2,2,7978
7,202603,3,1,9898
7,202603,3,2,4924
7,202604,1,1,30589
7,202604,1,2,14645
7,202604,2,1,17098
7,202604,2,2,8836
7,202604,3,1,10285
7,202604,3,2,5322
7,202605,1,1,30918
7,202605,1,2,14147
7,202605,2,1,17122
7,202605,2,2,8015
7,202605,3,1,10332
7,202605,3,2,5000
7,202606,1,1,28761
7,202606,1,2,12843
7,202606,2,1,16430
7,202606,2,2,7591
7,202606,3,1,9301
7,202606,3,2,4459
8,202401,1,1,18212
8,202401,1,2,8475
8,202401,2,1,10445
8,202401,2,2,5408
8,202401,3,1,6457
8,202401,3,2,3176
8,202402,1,1,19019
8,202402,1,2,8594
8,202402,2,1,10635
8,202402,2,2,5122
8,202402,3,1,6532
8,202402,3,2,3105
8,202403,1,1,20054
8,202403,1,2,9689
8,202403,2,1,11749
8,202403,2,2,5615
8,202403,3,1,7098
8,202403,3,2,3446
8,202404,1,1,22422
8,202404,1,2,10378
8,202404,2,1,11851
8,202404,2,2,5597
8,202404,3,1,7661
8,202404,3,2,3438
8,202405,1,1,21080
8,202405,1,2,9843
8,202405,2,1,12421
8,202405,2,2,5823
8,202405,3,1,6964
8,202405,3,2,3378
8,202406,1,1,18191
8,202406,1,2,8784
8,202406,2,1,11582
8,202406,2,2,5283
8,202406,3,1,6495
8,202406,3,2,3132
8,202407,1,1,20008
8,202407,1,2,8741
8,202407,2,1,10805
8,202407,2,2,5341
8,202407,3,1,6827
8,202407,3,2,3159
8,202408,1,1,19759
8,202408,1,2,9201
8,202408,2,1,11211
8,202408,2,2,5177
8,202408,3,1,6695
8,202408,3,2,3068
8,202409,1,1,20376
8,202409,1,2,9590
8,202409,2,1,11495
8,202409,2,2,5433
8,202409,3,1,7558
8,202409,3,2,3369
8,202410,1,1,20775
8,202410,1,2,9669
8,202410,2,1,11763
8,202410,2,2,6073
8,202410,3,1,7079
8,202410,3,2,3613
8,202411,1,1,20960
8,202411,1,2,9918
8,202411,2,1,10980
8,202411,2,2,5364
8,202411,3,1,7198
8,202411,3,2,3137
8,202412,1,1,18728
8,202412,1,2,8583
8,202412,2,1,11403
8,202412,2,2,5328
8,202412,3,1,6824
8,202412,3,2,2973
8,202501,1,1,18867
8,202501,1,2,8850
8,202501,2,1,11199
8,202501,2,2,4998
8,202501,3,1,6536
8,202501,3,2,3016
8,202502,1,1,19576
8,202502,1,2,8891
8,202502,2,1,11011
8,202502,2,2,5043
8,202502,3,1,6823
8,202502,3,2,3085
8,202503,1,1,21750
8,202503,1,2,9684
8,202503,2,1,12711
8,202503,2,2,6007
8,202503,3,1,7205
8,202503,3,2,3317
8,202504,1,1,21363
8,202504,1,2,10231
8,202504,2,1,13201
8,202504,2,2,6107
8,202504,3,1,7772
8,202504,3,2,3377
8,202505,1,1,19914
8,202505,1,2,9825
8,202505,2,1,12376
8,202505,2,2,5610
8,202505,3,1,6767
8,202505,3,2,3483
8,202506,1,1,19810
8,202506,1,2,8714
8,202506,2,1,11312
8,202506,2,2,5020
8,202506,3,1,6900
8,202506,3,2,2965
8,202507,1,1,18867
8,202507,1,2,9424
8,202507,2,1,10600
8,202507,2,2,5130
8,202507,3,1,6461
8,202507,3,2,2920
8,202508,1,1,17989
8,202508,1,2,8948
8,202508,2,1,10619
8,202508,2,2,5467
8,202508,3,1,6481
8,202508,3,2,2921
8,202509,1,1,21791
8,202509,1,2,10147
8,202509,2,1,12168
8,202509,2,2,5822
8,202509,3,1,6861
8,202509,3,2,3289
8,202510,1,1,22330
8,202510,1,2,10346
8,202510,2,1,11855
8,202510,2,2,5976
8,202510,3,1,7390
8,202510,3,2,3291
8,202511,1,1,19132
8,202511,1,2,9204
8,202511,2,1,12092
8,202511,2,2,5503
8,202511,3,1,7165
8,202511,3,2,3294
8,202512,1,1,18122
8,202512,1,2,8718
8,202512,2,1,10705
8,202512,2,2,4881
8,202512,3,1,6516
8,202512,3,2,3206
8,202601,1,1,18911
8,202601,1,2,8528
8,202601,2,1,11500
8,202601,2,2,5221
8,202601,3,1,6198
8,202601,3,2,3102
8,202602,1,1,18420
8,202602,1,2,8563
8,202602,2,1,10874
8,202602,2,2,5232
8,202602,3,1,6375
8,202602,3,2,3066
8,202603,1,1,21322
8,202603,1,2,9351
8,202603,2,1,12751
8,202603,2,2,5382
8,202603,3,1,7261
8,202603,3,2,3409
8,202604,1,1,22940
8,202604,1,2,10263
8,202604,2,1,12337
8,202604,2,2,5862
8,202604,3,1,7623
8,202604,3,2,3734
8,202605,1,1,19922
8,202605,1,2,9101
8,202605,2,1,12254
8,202605,2,2,5470
8,202605,3,1,7305
8,202605,3,2,3395
8,202606,1,1,19628
8,202606,1,2,9198
8,202606,2,1,10746
8,202606,2,2,4878
8,202606,3,1,6616
8,202606,3,2,3213
